seed	s	h	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
9913	0.0299357794690877	1	0.465744206309319	0.9999734	0.536387	0.4881396	0.0002284569	8.78172e-05	0.5087653	16.5934	16.6037	1.164486	18.0709	0	0	23.74788	0.000514444	0.025801643315868
9914	0.0999811228830367	1	0.344075307622552	0.9993799	0.5665216	0.4126394	0.001201987	0.0004989385	0.4916106	16.49351	16.52673	1.056079	17.99655	0	0	22.78999	3.957262e-05	0.101119501471813
9915	0.057957127224654	1	0.563452799059451	0.999424	0.6669371	0.6019937	0.0002292537	9.555871e-05	0.6316977	17.1552	16.9946	1.074721	18.32248	0.0001186697	0	22.60704	0.03276613	-0.474136772446311
9916	0.165231611439958	1	0.822267926484346	0.9932485	0.8929561	0.8585493	0.0001238616	2.57001e-05	0.8764939	18.2975	18.10888	0.661515	19.03175	0.04436074	0.003944161	11.68848	0.9521171	-2.61150421942922
9917	0.116040453407913	1	0.786172562092543	0.9947639	0.8516225	0.8262898	0.0001084513	1.599348e-05	0.8432331	18.11474	17.89046	0.8208457	18.91913	0.02005065	0.001486954	13.7293	0.877127	-2.23982663718436
9918	0.0273281543515623	1	0.679711573198438	0.9932957	0.7258409	0.7026098	0.0001037335	5.334779e-05	0.7154531	17.66758	17.28551	1.081214	18.53707	0.0008177952	0	19.83569	0.2840918	-0.975483472174772
9919	0.0577493531163782	1	0.432259135507047	0.9998687	0.5640483	0.4896997	0.00040229	0.0001505578	0.529818	16.63455	16.64883	1.142611	18.10184	3.50791e-05	0	23.54361	0.0006727345	-0.0256998384547007
991	0.0474872007034719	1	0.446240878850222	0.9989027	0.5568263	0.4721909	0.000407743	0.0001923339	0.5152948	16.60878	16.61002	1.16024	18.07839	0	0	23.42974	0.0003561535	0.0254030762057928
9920	0.0356749777216464	1	0.640079872123897	0.9993828	0.6945786	0.6531756	9.804211e-05	6.97482e-05	0.6722398	17.48505	17.1224	1.066078	18.42522	0.0002278943	0	21.38882	0.1136526	-0.720382477926478
9921	0.0972496452741325	1	0.770533339865506	0.9996683	0.823051	0.7991326	0.0001106366	1.927453e-05	0.8140285	17.98499	17.73794	0.897801	18.81983	0.009279515	0.0003125225	15.38296	0.7704788	-1.7601914526557
9922	0.00818936475552619	1	0.507580031827092	0.8667605	0.5211516	0.5102285	9.882962e-05	1.002753e-05	0.5276217	16.68368	16.69855	1.126576	18.13707	0	0	23.51072	0.001424614	-0.0382018580809071
9923	0.0275935155339539	1	0.821898459456861	0.7623414	0.8289276	0.8219857	6.109511e-05	2.436356e-05	0.8370004	18.08279	17.84878	0.8606398	18.90111	0.01761589	0.0010264	13.76648	0.8551642	-2.15082946260395
9924	0.187623185338452	1	0.594358524680138	0.9997086	0.7940245	0.6846865	0.0009406834	0.0001381013	0.7561535	17.6799	17.32093	1.006802	18.51796	0.0002990282	0	20.56751	0.2055402	-1.11257523804479
9925	0.127105297613889	1	0.517119537480175	0.9987696	0.7071824	0.5937412	0.0009007957	0.000142427	0.6634547	17.20366	17.01337	1.045716	18.31183	0	0	22.83116	0.02469331	-0.683542292256759
9926	0.0843657523393631	1	0.575971708260477	0.997939	0.705184	0.6273103	0.0002939102	0.0001713499	0.6596755	17.26917	17.04658	1.078801	18.35965	0.0001122334	0	22.29569	0.06197072	-0.648576786326693
9927	0.167075106082484	1	0.348963543213904	0.9996704	0.6701227	0.4721708	0.002267484	0.0006444909	0.5818362	16.67074	16.68221	1.077183	18.08018	0	0	23.42141	0.0002374357	-0.189986718236354
9928	0.147413486801088	1	0.779128055647016	0.9998386	0.8558172	0.8211347	0.0001056288	2.431504e-05	0.8406806	18.09292	17.8563	0.8661145	18.90879	0.01722424	0.0007860726	14.09054	0.8614167	-2.1662741947552
9929	0.123740508686751	1	0.395387805812061	0.9999252	0.6377325	0.4789556	0.001517041	0.0007937398	0.5490621	16.64027	16.65202	1.133681	18.08877	0	0	23.51169	0.0002770083	-0.099405678034606
992	0.114301138883457	1	0.811529163271189	0.998669	0.8582905	0.8388066	4.731475e-05	4.083671e-05	0.8506332	18.17881	17.94375	0.8420797	18.97822	0.03160588	0.002881645	12.71057	0.9099327	-2.31239788077685
9930	0.0237795731518418	1	0.569228218123317	0.9940418	0.6273645	0.5916722	0.0001758042	2.85313e-05	0.6125247	17.05508	16.94424	1.11429	18.29044	3.153878e-05	0	22.87159	0.02552434	-0.468636769188717
9931	0.0132076986599714	1	0.170887170173228	0.9966805	0.2003957	0.1787802	7.57163e-05	8.852849e-06	0.194163	16.01007	16.0243	0.9550554	17.73583	0	0	13.83943	0	1.99296381995191
9932	0.00952191622927785	1	0.871948974765837	0.1158637	0.8683419	0.876708	4.004944e-05	3.88317e-05	0.8860704	18.4014	18.21322	0.696471	19.12504	0.0780659	0.01137037	10.05499	0.974911	-2.64071079799519
9933	0.138551869755611	1	0.646134144626558	0.9985344	0.7872972	0.7086641	0.0004201547	0.0001371956	0.745647	17.70743	17.36104	0.9965276	18.56322	0.001331993	0	19.78207	0.3119905	-1.14574168273923
9934	0.07892473237589	1	0.623731963895261	0.9990133	0.7104472	0.6580303	0.0002486182	5.970571e-05	0.6882074	17.56152	17.18635	1.034923	18.43831	0.000167103	0	21.4486	0.123704	-0.892448267874171
9935	0.080417073937133	1	0.577435002103448	0.9973033	0.7013653	0.6330996	0.0003896758	0.0001204665	0.6691531	17.36027	17.09348	1.036406	18.38463	0	0	22.06571	0.071389	-0.754452787654695
9936	0.194756264425814	1	0.319791308417916	0.9994112	0.6814009	0.4539343	0.002614404	0.000962709	0.5714484	16.62756	16.63882	1.076988	18.0538	0	0	23.32663	0.0001187178	-0.141544678284344
9937	0.0633521522860974	1	0.658562309667468	0.9998473	0.7415117	0.7014557	0.0001868842	2.825019e-05	0.7249901	17.69037	17.31894	1.065457	18.54914	0.001094034	0	19.85034	0.2801741	-1.01906682060582
9938	0.0370128321927041	1	0.279020123183727	0.9914319	0.3726157	0.3126534	0.0002823474	5.364227e-05	0.3506332	16.28853	16.27777	1.090908	17.84417	0	0	20.20332	0	0.750210656009592
9939	0.0408638849854469	1	0.369362420961261	0.9987902	0.4593787	0.4034777	0.0001832194	0.0001369344	0.4254056	16.39693	16.4207	1.100705	17.96112	0	0	22.66393	0	0.395969951558216
993	0.0649520503822714	1	0.575464837253094	0.9977906	0.6728928	0.6123533	0.0002577272	9.41915e-05	0.6425435	17.19258	17.01727	1.071467	18.33595	5.880969e-05	0	22.48773	0.04166996	-0.643820573907522
9940	0.169910439988598	1	0.525521374307573	0.9996422	0.7599723	0.6226679	0.0009311202	0.0004388482	0.6867036	17.32514	17.08221	1.053725	18.38032	0.0001562134	0	22.28771	0.05227543	-0.713824665045109
9941	0.120331017347053	1	0.60002479813993	0.9996628	0.7576177	0.6686914	0.0004843356	0.0001791218	0.7142066	17.60274	17.20824	1.050748	18.45604	0.0003395142	0	21.07855	0.1559557	-0.914276551086851
9942	0.168447524355724	1	0.666881237365305	0.998737	0.8096755	0.7294565	0.0005315251	8.478337e-05	0.78148	17.7963	17.49553	0.9574998	18.62768	0.001539552	0	18.88967	0.4157103	-1.31645800798653
9943	0.181197813432664	1	0.11969345510006	0.9999799	0.5233083	0.2204803	0.004095314	0.001956035	0.3600317	16.16544	16.18133	1.040235	17.79153	0	0	15.11345	0	1.033810372749
9944	0.186262667225674	1	0.31322431024164	0.9998749	0.6767511	0.4350274	0.003488916	0.001108275	0.5603591	16.6231	16.6341	1.108528	18.04502	0	0	22.86148	0.0001187178	-0.0884434604870781
