seed	s	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
489	0	0.721676189918071	0.06096734	0.7008112	0.7124965	6.299168e-05	2.240875e-05	0.726019	17.77112	17.48713	1.114651	18.83387	0.03085914	0.02346198	17.56225	0.3675109	-0.987768268687785
48	0	0.674057986098342	0.4384732	0.6627028	0.6651105	3.637462e-05	1.586305e-05	0.6749703	17.67326	17.31288	1.223662	18.74285	0.02618458	0.0209596	18.98902	0.1893154	-0.781223384724811
490	0	0.714672274584882	0.3863445	0.7185596	0.7205186	6.406286e-05	9.983897e-06	0.7325089	17.81025	17.52629	1.117845	18.86712	0.03166648	0.02324044	17.19108	0.4024535	-1.13624891047598
491	0	0.702234201319516	0.7454954	0.7041749	0.6980723	7.226314e-05	9.788891e-06	0.7144242	17.72371	17.41269	1.164765	18.79865	0.02885723	0.02177639	18.01526	0.3127424	-0.943395760462583
492	0	0.680027327477001	0.1396484	0.6759794	0.6829425	3.653279e-05	3.269747e-05	0.6935299	17.70023	17.38465	1.146363	18.77409	0.02763142	0.02157242	18.4448	0.2510487	-0.969743032096416
493	0	0.656144519848749	0.04880739	0.6305698	0.6494107	0.0001156889	2.391412e-05	0.6663633	17.61403	17.24801	1.280791	18.77048	0.0321943	0.02560482	19.28817	0.1518797	-0.650463828558354
494	0	0.732785636465996	0.8836829	0.7413336	0.7304866	6.440335e-05	4.343986e-05	0.7450732	17.81647	17.5561	1.069843	18.88115	0.0328022	0.02442149	16.9386	0.4458647	-1.20184686612558
495	0	0.678642385988496	0.3165626	0.6708548	0.6741332	8.16412e-05	7.065578e-06	0.688979	17.68983	17.35807	1.190892	18.77938	0.03043799	0.02442118	18.56868	0.2233874	-0.798868152428167
496	0	0.716037642676383	0.4100479	0.703799	0.7055645	8.16716e-05	9.080497e-05	0.72222	17.74309	17.4278	1.185267	18.82569	0.02996908	0.02192859	17.74656	0.3348635	-1.01492293564818
497	0	0.669182791770436	0.4552768	0.6782153	0.6797388	4.182988e-05	2.347213e-05	0.6905421	17.69054	17.35051	1.219817	18.78016	0.02946582	0.02325174	18.56753	0.2415908	-0.826849744370296
498	0	0.745418286020868	0.4736085	0.7380095	0.7381082	6.402634e-05	7.549739e-06	0.7514048	17.85179	17.59814	1.059294	18.89988	0.03434408	0.0250677	16.52491	0.4804116	-1.2728160762769
499	0	0.68815124288667	0.7908642	0.6924416	0.6854995	6.083698e-05	2.513985e-05	0.6993273	17.694	17.35979	1.200195	18.77372	0.02746028	0.021231	18.52258	0.2587653	-0.835287441998759
49	0	0.728639779589139	0.2256004	0.7255639	0.7342075	8.351724e-05	7.474566e-05	0.7488128	17.84764	17.58898	1.085135	18.89597	0.03269703	0.02203436	16.77566	0.4671152	-1.25644353855816
4	0	0.737483363039792	0.4117062	0.7269687	0.728153	4.833929e-05	1.399102e-05	0.7407004	17.80532	17.53702	1.102542	18.86113	0.03119131	0.02226396	16.84345	0.4354175	-1.22000050311388
500	0	0.650027480302379	0.4092585	0.638425	0.6405388	8.651525e-05	1.037018e-05	0.6591017	17.57777	17.22717	1.209338	18.71438	0.02690138	0.0219426	19.6237	0.1295607	-0.625938642528733
501	0	0.736621026531793	0.7757422	0.7371191	0.7335407	3.927485e-05	1.208108e-05	0.7430352	17.83256	17.55908	1.135115	18.91042	0.03672089	0.02598379	16.80164	0.4606252	-1.2012792633986
502	0	0.705095761688426	0.7250197	0.7156708	0.7108438	4.826526e-05	1.9515e-05	0.7234072	17.75474	17.4528	1.158218	18.81648	0.02919547	0.02156483	17.60281	0.3594381	-1.00962559853052
503	0	0.678993209032342	0.1029935	0.6612584	0.6716556	5.744468e-05	1.271078e-05	0.6839731	17.65118	17.29395	1.251405	18.76413	0.0280371	0.02151406	19.03296	0.2143253	-0.807848907550104
504	0	0.678005819278769	0.8108346	0.6821923	0.6731784	9.794878e-05	4.136402e-05	0.6889988	17.69379	17.38068	1.146251	18.77326	0.02868496	0.02207205	18.81971	0.2165809	-0.933976196712188
505	0	0.663208503439091	0.3068308	0.6677681	0.6710967	5.857738e-05	1.392496e-05	0.6845073	17.65879	17.30339	1.231209	18.77017	0.02871196	0.02293401	18.85443	0.2125445	-0.728353175901948
506	0	0.664481511781923	0.334684	0.6710131	0.6745767	5.181199e-05	3.675971e-05	0.6863672	17.70101	17.37356	1.16254	18.75955	0.02771798	0.02084746	18.59561	0.2271864	-0.82406570566658
507	0	0.698838461888954	0.6470476	0.7014444	0.6985176	4.883504e-05	1.389981e-05	0.7099327	17.75646	17.45757	1.125861	18.82442	0.02973118	0.02149446	18	0.313059	-1.02532221638742
508	0	0.669263613363728	0.2071554	0.6604076	0.6687123	9.203441e-05	6.71631e-05	0.6843292	17.69349	17.34969	1.212904	18.77166	0.02951134	0.0239686	19.02008	0.1990107	-0.874342560915249
509	0	0.721091347374022	0.8203558	0.7336961	0.7253667	5.990927e-05	8.081588e-06	0.7389197	17.78798	17.50253	1.127914	18.8379	0.02799277	0.01957876	17.20121	0.4237436	-1.1299765903225
50	0	0.670184506941587	0.6886018	0.6808666	0.6774963	7.619226e-05	9.061759e-06	0.6926395	17.69522	17.34598	1.237728	18.7788	0.02792712	0.02162099	18.73336	0.2308271	-0.835256563285862
510	0	0.727153028408065	0.5125099	0.7301939	0.7288648	8.395678e-05	7.382007e-06	0.7438662	17.79729	17.51416	1.155979	18.8769	0.03297746	0.02452309	16.98787	0.4390582	-1.12973949111973
511	0	0.68831277161371	0.3368089	0.6978235	0.7015359	7.333004e-05	2.562668e-05	0.7162446	17.73656	17.43222	1.168999	18.81898	0.02948849	0.02217307	17.77944	0.3235061	-0.917086631670788
512	0	0.704814742598683	0.3400985	0.6952711	0.69716	5.13996e-05	1.925947e-05	0.7094974	17.72159	17.40275	1.167968	18.79565	0.02780386	0.02165685	17.88318	0.3081124	-0.87709757965616
513	0	0.706119992071763	0.110661	0.6943807	0.706185	0.0001058623	2.279989e-05	0.7248516	17.73215	17.43143	1.181701	18.82708	0.03003362	0.02313786	17.78079	0.3373961	-0.922611443159765
514	0	0.703445635433309	0.2942681	0.6937673	0.6989331	6.429119e-05	4.435331e-05	0.710368	17.74498	17.42196	1.185118	18.78796	0.02700853	0.02076263	18.02879	0.3098536	-0.952210070034498
515	0	0.684242989704944	0.2371307	0.6804511	0.6838388	5.712016e-05	4.194185e-05	0.6975069	17.69994	17.38315	1.16847	18.79033	0.02840942	0.02221576	18.33221	0.2592798	-0.905251929431563
516	0	0.702076174016111	0.6755939	0.6960427	0.6926268	5.763725e-05	1.270308e-05	0.7051049	17.72345	17.42196	1.147627	18.80293	0.02919438	0.0221161	18.23698	0.2857934	-0.922805078069815
517	0	0.702921311580576	0.6618276	0.7117135	0.7103378	4.68621e-05	2.660448e-05	0.7211318	17.78876	17.50569	1.106692	18.84529	0.029469	0.02199055	17.50194	0.358053	-1.08448591762326
518	0	0.652197237801738	0.8955581	0.659814	0.6497425	7.120351e-05	2.380974e-05	0.6625247	17.64192	17.30401	1.146363	18.6957	0.02482982	0.01967193	19.42958	0.151484	-0.758186477263236
519	0	0.657133975042962	0.5249601	0.6579937	0.6575646	4.185511e-05	1.512231e-05	0.6715671	17.65852	17.31555	1.200375	18.77377	0.02958954	0.0230642	19.09701	0.1774436	-0.755193345787651
51	0	0.69799450612627	0.411101	0.7010882	0.7028507	0.000113186	2.336753e-05	0.7225366	17.74619	17.44696	1.141044	18.8171	0.02904072	0.02226738	17.86806	0.3282944	-0.986218506669639
520	0	0.739376607746817	0.2240038	0.7288484	0.7333653	8.728016e-05	4.932223e-05	0.7529482	17.83768	17.58454	1.062081	18.87787	0.03119231	0.02150071	16.6633	0.4568658	-1.24660051195712
521	0	0.711208634311333	0.7438706	0.717036	0.7121131	5.17972e-05	5.304848e-06	0.7225366	17.77871	17.48692	1.117754	18.83902	0.03016088	0.02207566	17.4965	0.3669964	-1.05774876618349
