seed	s	gen	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	anc_switches	global_75_prop	iDAT_score_25	iDAT_score_125	iDAT_score_0625	iDAT_score_01
1000	0	1000	0.5	0.826022	0.59045	0.4846364	0.01226936	0.01148695	0.6666	12.91534	12.42897	1.572745	13.35951	0	0	1345.94	0	1.215827	0.6404751	0.5121357	0.465117398925801
100	0	1000	0.5	0.6963091	0.56505	0.493798	0.01183563	0.008305204	0.6871	13.29935	12.78197	2.046875	13.65916	0	0	1347.747	0	-0.05108737	-0.01270382	-0.05589512	-0.0282190679805118
101	0	1000	0.5	0.6122881	0.5435	0.5081207	0.01176168	0.01224345	0.68715	13.24744	12.67455	1.407981	13.58619	0	0	1342.943	0	1.036557	0.3112352	0.130163	0.189429025042499
102	0	1000	0.5	0.1339409	0.37985	0.4956671	0.01241457	0.009673549	0.68515	13.14048	12.81088	0.6766321	13.57035	0	0	1339.899	0	1.015601	0.3743064	0.4047673	0.377521055902948
103	0	1000	0.5	0.7985686	0.6008	0.4998609	0.01190849	0.01037466	0.68525	13.27218	13.17008	0.2261956	13.70791	0	0	1338.356	0	-0.9420463	-0.64198	-0.5110868	-0.451844572845544
104	0	1000	0.5	0.9121181	0.649	0.4931401	0.01212924	0.0113584	0.6791	13.13145	12.88458	0.4884776	13.62666	0	0	1338.654	0	-1.039505	-0.2072906	-0.3583332	-0.335023575971147
105	0	1000	0.5	0.02441843	0.2974	0.5022649	0.01128001	0.01376729	0.682395	13.07445	12.82011	0.5435875	13.34147	0	0	1361.02	0	1.265525	0.3505969	0.4023427	0.365526370095458
106	0	1000	0.5	0.2477098	0.4171	0.4839293	0.01232984	0.01229834	0.6774	13.16772	12.92184	0.417013	13.40754	0	0	1350.38	0	0.8187901	0.3318875	0.3776468	0.309450531941664
107	0	1000	0.5	0.2393444	0.41455	0.4893514	0.01182384	0.01054406	0.6758	12.87096	12.13646	2.004997	13.3368	0	0	1346.649	0	1.532391	1.248184	0.9436195	0.884755645714838
108	0	1000	0.5	0.5349866	0.50695	0.5232975	0.01220632	0.01281698	0.6803	12.89516	12.50545	1.375987	13.56072	0	0	1344.327	0	0.5692689	0.2167373	0.2299521	0.213915294345559
109	0	1000	0.5	0.1932381	0.41945	0.5142605	0.0119509	0.01415624	0.68995	12.66721	12.53327	0.7415912	13.49835	0	0	1338.645	0	0.3789255	0.4814506	0.572847	0.538510949897352
10	0	1000	0.5	0.5485226	0.53125	0.5155299	0.0130609	0.01331261	0.7096	13.23799	12.94966	0.5000043	13.59736	0	0	1345.958	0	-0.8582153	-0.9605802	-0.6156577	-0.546821909791388
110	0	1000	0.5	0.9546624	0.6754	0.4886661	0.01204809	0.01142345	0.6705	13.13946	12.68234	0.8302474	13.62919	0	0	1350.176	0	-0.2303044	-0.01556661	-0.1254087	-0.0941186586098573
111	0	1000	0.5	0.3619124	0.466	0.4982129	0.01321184	0.009584242	0.6971	13.09408	12.765	0.8958798	13.60914	0	0	1333.539	0	-0.5684436	-0.2672226	-0.257965	-0.248855531604557
112	0	1000	0.5	0.2312076	0.4288	0.500521	0.01085098	0.008601243	0.67995	12.89751	12.75476	0.6603482	13.53206	0	0	1353.297	0	0.05944084	0.01650089	0.032072	0.00205879842882477
113	0	1000	0.5	0.8076127	0.6061	0.5173676	0.0124335	0.01129621	0.6891	13.10677	12.55447	2.112626	13.62371	0	0	1350.119	0	-1.580638	-0.8903062	-0.5561041	-0.50145127767936
114	0	1000	0.5	0.6434465	0.5427	0.5095757	0.01239353	0.0178452	0.6882	13.23697	12.88986	0.7288678	13.71606	0	0	1343.47	0	0.1701722	-0.05912404	-0.0947129	-0.0881255422006649
115	0	1000	0.5	0.153011	0.38785	0.5056359	0.01222607	0.00948297	0.68485	13.24031	13.06842	0.1917079	13.41012	0	0	1339.581	0	-0.5308851	-0.3528982	-0.2510048	-0.211163937554148
