seed	s	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
493	0	0.684676639200188	0.0873184	0.634	0.6765926	0.001677654	0.0006047414	0.7565	17.64126	17.27203	1.01998	18.52612	0.002365931	0	19.67	0.194	-0.87341335466564
494	0	0.704855120182037	0.2653891	0.698	0.720255	0.001516135	0.0004483611	0.7865	17.76813	17.45605	0.9727222	18.62984	0.0007163324	0	18.6465	0.374	-1.28593781089284
495	0	0.702861330634914	0.2683611	0.6855	0.7079341	0.001383047	0.0001069948	0.764	17.72356	17.37365	1.124048	18.59845	0.002188184	0	19.5735	0.31	-1.42365785504779
496	0	0.728931861440651	0.5962235	0.7565	0.754084	0.001225207	0.0002649213	0.807975	17.78792	17.50969	0.9622549	18.66319	0.001321877	0	17.8205	0.555	-1.70956916208881
497	0	0.714485220401548	0.7371373	0.743	0.7159467	0.0011215	0.0003862904	0.767	17.70892	17.39683	0.9188585	18.6144	0.004037685	0	18.8915	0.351	-1.28636296905014
498	0	0.748277518968098	0.538473	0.714	0.7146515	0.00178813	0.0002650749	0.782	17.82511	17.55112	0.8587698	18.62982	0.0007002801	0	18.777	0.34	-1.20214988248253
499	0	0.686589788459241	0.5729374	0.663	0.6582378	0.001482611	0.0007422283	0.732	17.23824	17.05058	1.085264	18.41273	0.0007541478	0	20.6495	0.124	-0.601189479101098
49	0	0.701205156790093	0.6404832	0.7055	0.6887434	0.001532063	0.0003011845	0.7565	17.63665	17.28932	1.014073	18.49491	0	0	20.5865	0.217	-1.01818235471699
4	0	0.655409431224689	0.6894401	0.697	0.6791611	0.001740397	0.0002979617	0.7475	17.6824	17.31057	0.9739909	18.49827	0	0	20.7835	0.185	-0.953532303994737
500	0	0.749852805281989	0.6701614	0.766	0.7494246	0.001090735	0.0001202255	0.801	17.80439	17.51606	1.018096	18.68298	0.003916449	0	17.672	0.537	-1.5781258432244
501	0	0.686351711559109	0.6652778	0.707	0.680822	0.002472971	0.0005168307	0.771	17.6128	17.20059	1.102038	18.45134	0	0	20.3765	0.205	-0.925198786210224
502	0	0.697279964294285	0.9722764	0.794	0.705848	0.001159287	0.0007670262	0.758	17.72179	17.40911	0.859369	18.56096	0.0006297229	0	19.466	0.31	-1.26349435973145
503	0	0.652272497396916	0.3379849	0.6565	0.6802846	0.001713996	0.0004762007	0.7425	17.52102	17.16165	1.057207	18.43208	0	0	20.6885	0.201	-0.681632872993267
504	0	0.659631856181659	0.01183584	0.5575	0.6492869	0.001718091	0.001145286	0.719	17.29761	17.03273	1.186874	18.41115	0.000896861	0	21.459	0.107	-0.705346288593584
505	0	0.729203969868831	0.9060157	0.75	0.6877598	0.001450373	0.0001009417	0.7595	17.56408	17.24641	0.9497911	18.46301	0	0	19.153	0.234	-1.11301255138992
506	0	0.679780639894307	0.5335264	0.6855	0.6717262	0.002050669	0.0001934281	0.7405	17.64373	17.21983	1.018071	18.45875	0.0007293946	0	20.9255	0.179	-1.09378500780962
507	0	0.684243374876678	0.2064379	0.665	0.6971629	0.001804818	0.000706548	0.775	17.41545	17.13896	1.095785	18.47462	0	0	20.0135	0.264	-0.652774910878104
508	0	0.723160555679351	0.02724211	0.6455	0.7075459	0.001228368	0.000109785	0.769	17.64256	17.29173	1.13827	18.61003	0.001549187	0	19.4765	0.317	-0.943561262693766
509	0	0.744119137106463	0.844139	0.8005	0.7689155	0.001098003	0.00021276	0.82	17.86435	17.63021	0.8598551	18.75409	0.004372267	0	17.2825	0.625	-1.39416713000334
50	0	0.711354464432225	0.0692951	0.6515	0.7043409	0.001117421	0.001333839	0.752	17.64251	17.2227	1.130729	18.53236	0.001534919	0	19.1455	0.288	-0.867804212349393
