seed	s	gen	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	anc_switches	global_75_prop	iDAT_score_25	iDAT_score_125	iDAT_score_0625	iDAT_score_01
1000	0	1000	0.1	0.05596771	0.00975	0.09832469	0.0042459	0.003004699	0.2169	12.6513	12.5866	0.1265789	12.93453	0	0	461.5606	0	2.800858	2.00654	2.056487	2.09192360118839
100	0	1000	0.1	0.07114548	0.01735	0.1073588	0.004373596	0.00344004	0.22685	12.403	12.38801	0.03030453	12.403	0	0	486.7438	0	5.749322	2.087732	2.125693	2.16547604958741
101	0	1000	0.1	0.9832676	0.27805	0.1153715	0.004579011	0.003726002	0.23255	13.06537	12.59756	0.8889005	13.31136	0	0	492.5666	0	2.736065	1.588542	1.447928	1.46583523043995
102	0	1000	0.1	0.7083682	0.13415	0.1079905	0.0043798	0.004216047	0.229475	12.92095	12.50602	0.9142691	13.39651	0	0	509.7235	0	2.089769	1.573115	1.40633	1.38050531073272
103	0	1000	0.1	0.2574444	0.0523	0.1000433	0.004499121	0.004945467	0.2274	12.81062	12.59674	0.3021147	13.14439	0	0	502.4341	0	2.068729	1.780817	1.778324	1.75570772716332
104	0	1000	0.1	0.327955	0.0657	0.09638935	0.004467683	0.004334822	0.2286	12.86774	12.36037	1.077146	13.19758	0	0	507.2192	0	3.053232	1.717333	1.730834	1.7189658648144
105	0	1000	0.1	0.4743638	0.0935	0.1033721	0.004550322	0.004092567	0.23425	12.815	12.52427	0.4924563	13.41902	0	0	526.9199	0	1.463095	1.567983	1.393353	1.34056666838569
106	0	1000	0.1	0.7853453	0.1582	0.1131856	0.004874598	0.003948656	0.2387	12.93374	12.72947	0.509963	13.23658	0	0	514.2799	0	2.180071	1.431014	1.388772	1.42017808247842
107	0	1000	0.1	0.8403574	0.16815	0.1058561	0.004487416	0.003850225	0.22785	13.01466	12.73609	0.4623613	13.37516	0	0	492.2776	0	2.068693	1.928207	1.838762	1.80102525308286
108	0	1000	0.1	0.1464129	0.0282	0.08686761	0.003724721	0.003859864	0.20545	13.02376	12.70537	0.2133491	13.27114	0	0	442.7584	0	2.17294	1.800704	1.574882	1.62041491394896
109	0	1000	0.1	0.2169155	0.0402	0.09927082	0.003881879	0.002790844	0.21105	13.14053	12.57017	1.281687	13.34631	0	0	461.4678	0	2.690882	1.637207	1.522054	1.54546099829693
10	0	1000	0.1	0.487867	0.08475	0.08770452	0.004056363	0.005241114	0.2152	12.91665	12.49866	1.126635	13.39066	0	0	476.1983	0	1.800032	1.840523	1.35706	1.24782227963802
