seed	s	gen	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	anc_switches	global_75_prop	iDAT_score_25	iDAT_score_125	iDAT_score_0625	iDAT_score_01
1000	0	100	0.1	0.3825542	0.08465	0.09249117	0.0003767995	0.0002941746	0.12405	14.19225	14.15658	0.4289382	15.03177	0	0	43.9697	0	2.020374	2.162616	2.205034	2.35302698390403
100	0	100	0.1	0.05967139	0.069	0.09685141	0.0003434477	0.0005256055	0.1288	14.01896	14.04741	0.3708398	15.19191	0	0	46.7243	0	2.233211	2.32495	2.318032	2.44335860204008
101	0	100	0.1	0.9981523	0.1576	0.08902707	0.0003855924	0.0005410339	0.1252	14.16358	14.0857	0.3848414	14.97652	0	0	45.666	0	2.104557	2.180864	2.215715	2.42269851129814
102	0	100	0.1	0.5184302	0.1051	0.1067925	0.0004677966	0.0003118247	0.1432	13.96138	14.00334	0.2086951	14.77931	0	0	50.929	0	2.037356	2.165536	2.22639	2.3651027190257
103	0	100	0.1	0.7692617	0.1065	0.09223992	0.0003560328	0.0001551763	0.1269	13.94806	13.97049	0.3770585	15.02053	0	0	46.1943	0	2.232525	2.327659	2.348693	2.49881841677813
104	0	100	0.1	0.3734115	0.0946	0.1042949	0.0004117717	0.0003724875	0.13665	13.66133	13.8071	0.4689951	14.94701	0	0	49.09655	0	2.489544	2.629652	2.668647	2.75694748844664
105	0	100	0.1	0.1041035	0.07375	0.100945	0.0003836752	0.000315583	0.131	13.96899	14.00782	0.6102587	15.12011	0	0	48.0235	0	2.019927	2.170802	2.201935	2.29415375088684
106	0	100	0.1	0.8668472	0.13565	0.1114765	0.0004904704	0.0002023653	0.14925	14.05816	14.13338	0.3852874	15.17514	0	0	52.6549	0	1.757727	1.820514	1.866484	1.96166658780279
107	0	100	0.1	0.9385516	0.12065	0.09605061	0.0003153543	0.000283665	0.1226	13.80302	13.88677	0.2895522	14.85192	0	0	45.6685	0	2.320124	2.504857	2.55775	2.68905097941596
108	0	100	0.1	0.2313476	0.0859	0.1041573	0.0004082745	0.0001364165	0.13595	14.07631	14.19843	0.3907878	15.22545	0	0	47.89285	0	1.999511	2.083826	2.103592	2.22496880820557
109	0	100	0.1	0.3500181	0.0854	0.0928745	0.0003805235	0.0001563697	0.1284	13.91158	13.98738	0.2739264	14.78768	0	0	45.8211	0	2.166482	2.319347	2.370646	2.54877838853803
10	0	100	0.1	0.2939711	0.09215	0.1031449	0.0004917798	0.0001762091	0.1439	14.0239	14.10386	0.3668054	15.16756	0	0	50.17935	0	2.041483	2.112796	2.163148	2.29867564648829
110	0	100	0.1	0.6674773	0.10075	0.09376524	0.0004032101	0.0001398716	0.1244	14.10441	14.04018	0.5734528	15.02132	0	0	44.5691	0	2.21703	2.327237	2.349856	2.48672465238002
111	0	100	0.1	0.9049125	0.12195	0.09890987	0.0003679252	0.0003828264	0.1297	14.07373	14.0742	0.4699586	15.20905	0	0	46.69665	0	2.121758	2.23213	2.247907	2.39043390522178
112	0	100	0.1	0.9274633	0.12375	0.09631061	0.000356179	0.0002044308	0.1272	14.03635	13.94342	0.6659697	15.02869	0	0	47.4412	0	2.106861	2.233195	2.265927	2.42782134062681
113	0	100	0.1	0.6071375	0.11	0.1046928	0.0004200447	0.0004606557	0.13925	14.19707	14.22518	0.38786	15.20524	0	0	49.85625	0	1.715146	1.822141	1.875007	2.05350203577833
114	0	100	0.1	0.8686976	0.11835	0.08913415	0.0004725004	0.000372427	0.1309	13.99668	13.98991	0.3822604	14.935	0	0	45.7904	0	2.1802	2.307457	2.349515	2.5590908948094
