seed	s	h	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
6966	0.00710581615567207	0.5	0.492271751351655	0.3630834	0.482311	0.4839103	7.914902e-05	9.079859e-05	0.4989909	16.623	16.64012	1.098904	18.10332	0	0	23.46338	0.0007518797	0.035049644739903
6967	0.155405062250793	0.5	0.538308058679104	0.9996885	0.8229323	0.640423	0.001727564	0.000583031	0.7343886	17.57662	17.19411	0.9936309	18.41801	7.213099e-05	0	21.88631	0.08266719	-0.932790681637498
6968	0.0985838228370994	0.5	0.114861118234694	0.999647	0.2658093	0.1567078	0.0006168342	0.0002755044	0.2096161	16.07997	16.06395	0.9917611	17.74337	0	0	12.03079	0	2.13274874930492
6969	0.0730628814548254	0.5	0.135403202287853	0.9996491	0.2377127	0.1649424	0.0002555397	0.0001399736	0.1970123	15.96249	15.99969	1.006234	17.73304	0	0	12.82624	0	2.1322347798799
696	0.134191716089845	0.5	0.812005851231515	0.9999833	0.9368025	0.8623016	0.0003893823	8.366714e-05	0.906945	18.34028	18.15411	0.6602523	19.03421	0.04526254	0.004266464	11.46755	0.9624852	-2.65064028113532
6970	0.0900977961719036	0.5	0.627482312917709	0.998247	0.7842303	0.6794856	0.0006660771	0.0002071359	0.7368619	17.64794	17.28074	1.002246	18.49151	0.0003279929	0	20.64743	0.1897507	-1.04972276599683
6971	0.10786956679076	0.5	0.67256091106683	0.9991559	0.8381084	0.7303105	0.0006158964	0.0002474045	0.7818362	17.76222	17.46273	0.9304931	18.61605	0.001156806	0	18.88577	0.4191531	-1.33266047879225
6972	0.0115735861007124	0.5	0.250448645092547	0.89451	0.2570241	0.2472787	6.57158e-05	3.660677e-05	0.2598338	16.12085	16.12586	1.043996	17.76786	0	0	17.66464	0	1.26638523272278
6973	0.186862711329013	0.5	0.632324101217091	0.9999187	0.8831421	0.7337032	0.001218026	0.0004163172	0.8117333	17.8192	17.54656	0.8741339	18.64526	0.001949187	0	18.82246	0.4352592	-1.43134486931354
6974	0.103111659502611	0.5	0.505322311259806	0.9998617	0.7211713	0.5713774	0.001116704	0.0005085243	0.6416304	17.03438	16.94497	1.064813	18.27983	0	0	23.10598	0.0128611	-0.477544241592106
6975	0.194971381314099	0.5	0.703727034293115	0.9995069	0.9195093	0.7941885	0.0008724492	0.0002785176	0.8627028	18.00463	17.78163	0.8045811	18.81184	0.0077466	0.00025822	15.96557	0.7557182	-2.02987453661228
6976	0.0820896015502512	0.5	0.466710055992007	0.9999767	0.649169	0.5288693	0.000762808	0.0003047051	0.5874555	16.80878	16.80883	1.062215	18.18823	0	0	23.47404	0.00257222	-0.285475119841209
6977	0.10020663170144	0.5	0.771088711731136	0.9999004	0.8928967	0.819076	0.0003486588	0.0001156537	0.8609616	18.11337	17.88525	0.8094644	18.90569	0.01885789	0.0009528664	14.29703	0.8518401	-2.23688973654703
6978	0.188902106601745	0.5	0.604820072464645	0.9998165	0.8824693	0.7180981	0.001613659	0.000476365	0.806391	17.77546	17.48517	0.9040873	18.60324	0.001076233	0	19.46308	0.3540166	-1.37963092818004
6979	0.17184576485306	0.5	0.603740214928985	0.999985	0.8646221	0.7027439	0.001592263	0.0004081374	0.7926395	17.73447	17.43427	0.8778093	18.56582	0.001029795	0	19.94246	0.2793035	-1.279859240037
697	0.0108883829787374	0.5	0.773977575264871	0.856241	0.7761179	0.7681222	5.251789e-05	7.031431e-06	0.7798378	17.8601	17.60434	0.9378664	18.7493	0.005608668	0.0003059273	16.74005	0.6200237	-1.42684812092558
6980	0.0128702674992383	0.5	0.393178651854396	0.8838273	0.41389	0.4010067	0.0001000535	2.152623e-05	0.4175702	16.38878	16.41142	1.12399	17.94453	0	0	22.63312	0	0.422105726631554
6981	0.153292047837749	0.5	0.296518610790372	0.9999917	0.617412	0.3926494	0.002234327	0.0009602738	0.5040166	16.49044	16.51641	1.074651	17.98221	0	0	21.99139	0	0.208075069175096
6982	0.0829272054601461	0.5	0.490286755003035	0.9995642	0.678057	0.5512712	0.0007385386	0.0003342737	0.6111199	16.8509	16.84205	1.072206	18.21612	0	0	23.40687	0.006687772	-0.350562694206213
6983	0.0733654857613146	0.5	0.594913433305919	0.9998439	0.746201	0.6558976	0.0006242228	0.0001458738	0.7013653	17.59382	17.19502	1.066572	18.45901	0.0003181927	0	21.39145	0.1190344	-0.868586327565819
6984	0.0750402383506298	0.5	0.409306442178786	0.9987807	0.588425	0.4656266	0.0007019508	0.0003621734	0.5207954	16.60421	16.62437	1.088755	18.05828	0	0	23.4165	0.0001187178	0.0112397246995519
6985	0.165818824851885	0.5	0.281977836228907	0.9999933	0.6322715	0.3904278	0.002814304	0.001338302	0.5030867	16.49897	16.53266	1.030465	17.97003	0	0	21.88827	0	0.202630150515613
6986	0.196034245472401	0.5	0.175022590346634	0.9998391	0.5376731	0.2821732	0.002931416	0.00179744	0.392778	16.25418	16.25919	1.042007	17.84231	0	0	18.41826	0	0.803242897192174
6987	0.160447806166485	0.5	0.659670737199485	0.9999235	0.8830233	0.7509121	0.001138881	0.0002740502	0.8259003	17.86486	17.61391	0.8569807	18.69031	0.002442413	4.481491e-05	18.01209	0.5333201	-1.6040750873218
6988	0.124021597858518	0.5	0.103400008939207	0.9998963	0.2674515	0.1484075	0.000635529	0.0002983214	0.2075584	16.04292	16.01961	1.018963	17.72787	0	0	11.34195	0	2.2605842506502
6989	0.0810660144779831	0.5	0.148629475012422	0.9986945	0.2785714	0.1885698	0.0004819891	0.0001955027	0.2318757	16.09887	16.10576	0.993814	17.74455	0	0	14.01571	0	1.66235970430036
698	0.0676385131198913	0.5	0.829794467613101	0.9989095	0.9007321	0.8584198	0.0001847187	3.333898e-05	0.8874159	18.32223	18.12532	0.6874328	19.03651	0.04544955	0.004195681	11.64456	0.9552829	-2.55693415971515
6990	0.0986320249270648	0.5	0.263807335682213	0.9996543	0.4563514	0.3179413	0.000916505	0.0004323433	0.3863672	16.31792	16.32362	1.056849	17.87338	0	0	20.15022	0	0.697814061154644
6991	0.0263588159810752	0.5	0.168247286789119	0.9941875	0.196478	0.1667883	8.182138e-05	3.925166e-05	0.1828008	15.93745	15.97495	0.9882923	17.70516	0	0	13.06539	0	2.25149761931913
6992	0.0366850899998099	0.5	0.128800113685429	0.999917	0.1690344	0.1397169	8.582576e-05	4.15807e-05	0.1587258	15.88384	15.90073	1.036368	17.6963	0	0	11.24309	0	2.50167140187464
6993	0.185096277436242	0.5	0.705959855392575	0.999717	0.9171547	0.7985665	0.0009058406	0.0001896575	0.8671349	18.04089	17.82811	0.7649041	18.83385	0.009945419	0.0002804565	15.61731	0.7737634	-2.1332796348145
6994	0.0597947441507131	0.5	0.26597026064992	0.999363	0.3782153	0.3015484	0.0003623736	9.150027e-05	0.3435497	16.23951	16.24386	1.079634	17.83317	0	0	19.66903	0	0.819655900948386
6995	0.0840672282502055	0.5	0.564938523247838	0.9998211	0.7409972	0.6252604	0.0008827686	0.0002784112	0.6804116	17.38373	17.09093	1.086425	18.39513	0	0	22.19418	0.05844875	-0.758225972213017
6996	0.0857551490888	0.5	0.691704307310283	0.9996953	0.8148595	0.72652	0.000580665	0.000139964	0.7738029	17.77654	17.4849	0.9307513	18.63725	0.001796858	2.428186e-05	18.90936	0.4024535	-1.30392059413389
6997	0.0816922762431204	0.5	0.645522215403616	0.9998371	0.7773645	0.6845206	0.0006225301	0.0001524435	0.7321528	17.66775	17.29808	1.016893	18.50455	0.0006872327	0	20.47701	0.2059755	-0.998426205595542
6998	0.0927430039271712	0.5	0.251758902147412	0.9997764	0.4296399	0.305711	0.0006067536	0.0003627832	0.3603087	16.23384	16.25862	1.100757	17.84965	0	0	19.65584	0	0.860055730222266
6999	0.163852600147948	0.5	0.35819230787456	0.999752	0.7085873	0.469503	0.002726383	0.00117372	0.5851998	16.69069	16.70552	1.064894	18.08712	0	0	23.2985	3.957262e-05	-0.123737330701113
699	0.00188774261623621	0.5	0.309073256887496	0.2990195	0.3108825	0.3152865	0.000104651	5.744223e-05	0.334072	16.21647	16.24324	1.06381	17.83017	0	0	20.3428	0	0.89773370035718
69	0.0684140935074538	0.5	0.248075903579593	0.9995143	0.3724575	0.2802156	0.0004256044	0.000172028	0.3258013	16.22313	16.22253	1.054074	17.8121	0	0	18.79917	0	0.959659947846158
6	0.1401359252166	0.5	0.387533579207957	0.9999185	0.6779383	0.4873883	0.001738768	0.0005613014	0.5852394	16.70196	16.72231	1.06391	18.10553	0	0	23.55898	0.0006331619	-0.191947998110088
7000	0.0689951160922646	0.5	0.49365263376385	0.9984666	0.6381876	0.5352611	0.000624979	0.0002117033	0.5932133	16.80814	16.79792	1.142832	18.19766	0	0	23.35795	0.003838544	-0.328516175117372
7001	0.174363058386371	0.5	0.810672657564282	0.9994866	0.9420063	0.8625949	0.0004246447	0.0001157011	0.9097942	18.34403	18.16549	0.6140936	19.0513	0.05099876	0.005461152	11.45487	0.9576969	-2.62046695921052
7002	0.0914800426922739	0.5	0.120362044498324	0.9984147	0.2294222	0.1424885	0.0004331719	0.0002217791	0.1872972	15.99316	16.02328	0.9420431	17.7179	0	0	11.15956	0	2.28380379118921
7003	0.0678315828088671	0.5	0.315595727600157	0.9995502	0.4501583	0.3510439	0.0005875328	0.0002083689	0.4013257	16.33406	16.33021	1.123528	17.88418	0	0	21.42414	0	0.575448396595861
7004	0.0564849697519094	0.5	0.742212942056358	0.9997374	0.8380293	0.7775946	0.0002162821	0.0001010419	0.803799	17.89973	17.65281	0.9281402	18.77026	0.006681777	4.722104e-05	16.45111	0.670281	-1.58728993713312
7005	0.0453446975909174	0.5	0.803829301893711	0.9994372	0.851761	0.8223056	0.0001191437	1.533783e-05	0.8421844	18.09808	17.86956	0.8422179	18.91515	0.01983832	0.000998885	13.80279	0.8603482	-2.14614957788817
