seed	s	gen	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	anc_switches	global_75_prop	iDAT_score_25	iDAT_score_125	iDAT_score_0625	iDAT_score_01
1000	0	100	0.5	0.7912511	0.52365	0.4927943	0.00114115	0.0004152268	0.55005	14.65993	14.63552	0.6024733	15.82492	0	0	133.7602	0	-0.07675086	-0.05109641	-0.08741899	-0.104283013478956
100	0	100	0.5	0.1635451	0.451	0.4842087	0.001151463	0.0006935169	0.54185	14.71482	14.69742	0.5176657	15.82849	0	0	133.7982	0	-0.1111707	-0.1081157	-0.09999855	-0.100942408965325
101	0	100	0.5	0.7829423	0.51875	0.4879814	0.00136212	0.0008676619	0.5498	14.53789	14.55854	0.551518	15.7255	0	0	134.4241	0	-0.1123692	-0.03667705	-0.01324023	0.00433692706251845
102	0	100	0.5	0.8645252	0.5301	0.4912344	0.001570425	0.0007006907	0.5568	14.71589	14.66829	0.6209683	15.83271	0	0	133.3627	0	-0.01836872	-0.02052817	-0.03105214	-0.0362349557703412
103	0	100	0.5	0.6709354	0.5136	0.4947128	0.001192319	0.000529876	0.55205	14.69252	14.66048	0.5779203	15.82724	0	0	134.5966	0	-0.2040127	-0.1625894	-0.1718276	-0.159914909786903
104	0	100	0.5	0.4404816	0.5003	0.5015723	0.001111032	0.001004203	0.56065	14.68334	14.62844	0.5458497	15.78339	0	0	133.8849	0	-0.07581585	-0.09188733	-0.08599159	-0.0689469701492125
105	0	100	0.5	0.4561275	0.48175	0.4872328	0.001148248	0.0004767097	0.538	14.55768	14.58322	0.4984328	15.6718	0	0	133.7046	0	0.03268651	0.05205349	0.07488088	0.0724990648002049
106	0	100	0.5	0.1369755	0.4749	0.50836	0.0008060754	0.0004041986	0.55385	14.58829	14.56017	0.5464764	15.69656	0	0	134.4502	0	0.03707187	0.02856746	0.02203432	0.0316035209115838
107	0	100	0.5	0.145311	0.4563	0.4878844	0.001423953	0.0005427274	0.5604	14.53614	14.52728	0.5933009	15.69189	0	0	135.7708	0	0.003630067	0.0324215	0.06373719	0.0549646803324804
108	0	100	0.5	0.7427736	0.50995	0.4905872	0.0007153651	0.0009198564	0.53485	14.53139	14.53002	0.5240443	15.70033	0	0	134.5559	0	0.119154	0.1042778	0.1331017	0.118096291016061
109	0	100	0.5	0.507862	0.48715	0.4886799	0.001136029	0.0009262412	0.5447	14.57156	14.59739	0.5602108	15.74022	0	0	133.9966	0	-0.08822909	-0.04889239	-0.04065198	-0.0352630082375542
