seed	s	gen	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	anc_switches	global_75_prop	iDAT_score_25	iDAT_score_125	iDAT_score_0625	iDAT_score_01
1000	0.05	10	0.9	0.9887394	0.92625	0.9141136	3.45641e-05	5.022552e-06	0.92265	19.08887	18.94837	0.2730029	19.33659	0.537274	0.317139	3.0602	0.9623	-2.568949	-2.381884	-2.196337	-2.12346237686349
100	0.05	10	0.9	0.9300716	0.9181	0.9123405	1.483937e-05	5.54607e-06	0.91875	19.09393	18.93896	0.3025137	19.33659	0.5420434	0.3100969	3.15145	0.963	-2.631516	-2.482043	-2.349748	-2.21243926996367
101	0.05	10	0.9	0.9918514	0.9172	0.9050467	3.281715e-05	3.300922e-06	0.9152	19.06827	18.91048	0.3381633	19.33659	0.5184802	0.285543	3.37175	0.9532	-2.613287	-2.403875	-2.216978	-2.14483564610249
102	0.05	10	0.9	0.6175194	0.9144	0.9123307	1.554796e-05	4.874514e-06	0.92095	19.08574	18.93787	0.3027558	19.33659	0.5344488	0.3139764	3.0749	0.9642	-2.584778	-2.388732	-2.178393	-2.12597715621907
103	0.05	10	0.9	0.9366721	0.9131	0.9084274	1.595974e-05	1.874842e-06	0.9139	19.07678	18.9321	0.2940013	19.33659	0.5277078	0.3001862	3.2515	0.9549	-2.569301	-2.387539	-2.24615	-2.13897660312644
104	0.05	10	0.9	0.9984085	0.92035	0.9048961	2.461231e-05	4.007549e-06	0.9147	19.06437	18.92123	0.288948	19.33659	0.5120878	0.2921715	3.28975	0.9511	-2.534759	-2.277034	-2.076405	-2.04300871007066
105	0.05	10	0.9	0.9547292	0.92255	0.911438	2.671947e-05	2.505227e-06	0.9223	19.09176	18.94812	0.2625986	19.33659	0.5398623	0.3213376	3.0907	0.9598	-2.608873	-2.408064	-2.182881	-2.12899376151295
106	0.05	10	0.9	0.957433	0.91325	0.9064343	1.922268e-05	1.509236e-06	0.91295	19.07352	18.9333	0.2692811	19.33659	0.5237887	0.2886395	3.2843	0.9552	-2.670951	-2.462899	-2.332305	-2.20351293073749
107	0.05	10	0.9	0.9207179	0.9116	0.9041462	2.546042e-05	4.516884e-06	0.9142	19.03817	18.89091	0.3189503	19.33659	0.4893594	0.2728719	3.45515	0.9547	-2.568852	-2.390093	-2.278576	-2.14317399361024
108	0.05	10	0.9	0.9986289	0.93	0.9139505	4.878796e-05	6.180366e-06	0.92445	19.08803	18.94675	0.2701321	19.33659	0.5353763	0.3078495	3.1435	0.9665	-2.623948	-2.449318	-2.284112	-2.18654450264532
109	0.05	10	0.9	0.9818905	0.92115	0.9126784	3.086546e-05	1.306043e-06	0.92035	19.09377	18.9459	0.2860342	19.33659	0.5423655	0.3122727	3.13	0.9629	-2.548156	-2.327959	-2.126383	-2.09238515355263
10	0.05	10	0.9	0.9906422	0.9137	0.9069493	1.391926e-05	3.716887e-06	0.91215	19.06506	18.90815	0.3454722	19.33659	0.5166904	0.2929298	3.3182	0.9565	-2.561958	-2.35837	-2.169729	-2.10085251594082
110	0.05	10	0.9	0.7850953	0.9132	0.9087671	1.945212e-05	2.240093e-06	0.91625	19.07483	18.92488	0.3068522	19.33659	0.52212	0.2987297	3.2077	0.9578	-2.589864	-2.388395	-2.240258	-2.14188968677126
111	0.05	10	0.9	0.9025788	0.91245	0.906798	1.652981e-05	2.342342e-06	0.91325	19.06409	18.92588	0.2768817	19.33659	0.5176174	0.2884542	3.282	0.9559	-2.637643	-2.419396	-2.209491	-2.13635038229869
112	0.05	10	0.9	0.90208	0.91595	0.9085327	2.981752e-05	1.423272e-05	0.9172	19.07905	18.9264	0.2951292	19.33659	0.5262296	0.2910093	3.2371	0.964	-2.597975	-2.387166	-2.244311	-2.14226656798691
113	0.05	10	0.9	0.6293872	0.91685	0.9149187	2.407048e-05	5.577268e-06	0.92345	19.11616	18.95391	0.2764008	19.33659	0.5542346	0.3358237	2.99455	0.9645	-2.582766	-2.397637	-2.221085	-2.13780690292473
114	0.05	10	0.9	0.8571901	0.90785	0.904725	1.327767e-05	2.945848e-06	0.91035	19.05811	18.91666	0.2863235	19.33659	0.5082888	0.2801674	3.3641	0.9557	-2.645317	-2.444296	-2.298308	-2.18279891383384
