seed	s	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
1000	0	0.692580827744678	0.2668924	0.6557182	0.6695517	0.0008873851	0.0002276256	0.7251682	17.55499	17.20239	1.359216	18.764	0.03228727	0.02595051	19.01405	0.1986545	-0.638997132918883
100	0	0.696708877733909	0.8978304	0.7079541	0.6780015	0.0005338476	0.0001721651	0.7170558	17.66321	17.2856	1.343288	18.80747	0.03186138	0.0254332	18.88781	0.2346656	-0.76156026785475
101	0	0.740918786078691	0.3304284	0.7617729	0.771187	0.0005841653	0.0002339037	0.8132173	18.00681	17.78468	0.8987409	18.94307	0.03220779	0.01792208	14.62545	0.6489909	-1.55337882026709
102	0	0.693662154511549	0.3064505	0.6523546	0.6638047	0.0006192904	0.0001247609	0.7036011	17.53785	17.18825	1.288116	18.75069	0.03306036	0.02699424	19.01009	0.1764939	-0.650720700692645
103	0	0.663403363642283	0.855011	0.6808469	0.6579424	0.0009142525	0.0001284447	0.699446	17.70562	17.35226	1.159925	18.68316	0.02295844	0.01801802	19.89197	0.1582905	-0.806811861710497
104	0	0.718589097540826	0.8445408	0.7532647	0.7200479	0.0008442734	4.415735e-05	0.7686981	17.82911	17.54131	1.112768	18.84093	0.03099553	0.02206462	17.4632	0.3905817	-1.4127904865516
105	0	0.673318308172748	0.7357216	0.7075584	0.6853856	0.00070307	0.000732735	0.7293233	17.6686	17.33441	1.266937	18.84652	0.0332774	0.02628635	17.86941	0.2647408	-0.765804859236852
106	0	0.740696452092379	0.9141446	0.7936288	0.7608249	0.0006812358	2.111368e-05	0.8013455	17.96107	17.746	0.922035	18.96499	0.0398903	0.02667664	15.63613	0.6030867	-1.91155962296901
107	0	0.713902448141016	0.3880783	0.6788682	0.69336	0.0006034154	0.0001406224	0.7348635	17.6171	17.23482	1.345348	18.73018	0.02623142	0.01865345	18.64958	0.2754254	-0.85059309084522
108	0	0.683894968451932	0.03857768	0.6220815	0.6778545	0.001127374	0.0001003016	0.7392165	17.64716	17.2828	1.298529	18.80458	0.02830789	0.02321883	18.43629	0.2247725	-0.727730296379521
109	0	0.696842441288754	0.9780169	0.7552434	0.7025172	0.001127815	0.0001005895	0.7489118	17.77867	17.49975	1.051204	18.83683	0.03379618	0.02750851	17.43827	0.3304313	-1.09831669710626
10	0	0.708265438326634	0.4419437	0.6980609	0.7015382	0.0009293362	9.14881e-05	0.7611793	17.69643	17.40371	1.183683	18.89216	0.03741497	0.02862812	17.44044	0.3268698	-0.89708659899927
110	0	0.672960902238265	0.5782848	0.6844084	0.6827271	0.0005797814	7.395663e-05	0.7184408	17.74656	17.45695	1.204917	18.92814	0.04365424	0.03584851	18.61476	0.244163	-0.924717718205901
111	0	0.746189224324189	0.1651237	0.7281361	0.7538537	0.0005575088	7.204451e-05	0.7900673	17.89333	17.57519	1.304043	18.9568	0.03967391	0.02771739	15.68065	0.5544123	-1.08669632360354
112	0	0.745495761325583	0.833538	0.7969925	0.7758928	0.0004967745	7.088753e-05	0.8056985	18.02495	17.77752	0.9904965	18.95416	0.03450844	0.02209533	15.06173	0.6541353	-1.62733455336444
113	0	0.727049690810963	0.4199854	0.7158686	0.7260796	0.0009145176	0.0001084244	0.7752275	17.77757	17.54581	1.039556	18.88196	0.03372029	0.02598121	17.23071	0.4269885	-0.976935855994622
114	0	0.743107769242488	0.2965314	0.7190344	0.7338871	0.0005829215	0.0002288124	0.7681045	17.89742	17.6501	1.034103	18.9155	0.03687397	0.02696753	16.58211	0.4705184	-1.41634236198623
115	0	0.667596073076129	0.06649449	0.5971508	0.6409676	0.0009945053	0.000178968	0.6982588	17.64439	17.27246	1.324646	18.88091	0.03644798	0.02982107	19.34329	0.1408785	-0.802264446165612
116	0	0.659125328809023	0.1403383	0.6250495	0.6622513	0.0009742353	0.0001957488	0.7049861	17.66147	17.36331	1.219189	18.80983	0.03007281	0.02310858	19.26415	0.1903443	-0.822676192305848
117	0	0.682618175912649	0.7973571	0.7065691	0.6937607	0.0008627093	3.76584e-05	0.7289276	17.77834	17.42218	1.308159	18.80756	0.02408289	0.01596192	18.30886	0.2960032	-0.957695322817841
118	0	0.715563284000382	0.9721009	0.7584092	0.7061911	0.0009190376	0.0003289864	0.7512861	17.82897	17.56589	0.9971129	18.79563	0.02504566	0.01747978	17.83023	0.3320142	-1.16299841054223
119	0	0.689049390540458	0.9456595	0.7451524	0.6880136	0.0009177542	0.0002456671	0.7467353	17.77014	17.47702	1.114225	18.81986	0.02947424	0.02018056	18.2774	0.2576177	-1.0789958620604
