seed	s	m	bene_prop	var_prop	median_tract	mean_tract	iDAT_score
1000	0	0.662609795667231	0.5988372	0.002375498	17.19291	17.04197	-0.779207725404903
100	0	0.708770617120899	0.6656977	0.001563713	17.73362	17.41389	-1.01534749386937
101	0	0.718118200474419	0.7936047	0.003232099	17.76726	17.33579	-1.04084690994924
102	0	0.69693881419953	0.6773256	0.001450527	17.62219	17.20553	-0.710898917825676
103	0	0.713659104052931	0.6744186	0.002972617	17.22409	16.9553	-0.370664124489237
104	0	0.734674113895744	0.6627907	0.002407964	17.70832	17.39438	-1.06301685812881
105	0	0.680483040865511	0.6860465	0.001888885	17.57635	17.11271	-0.903492270032539
106	0	0.739764877315611	0.6686047	0.001633703	17.74677	17.40795	-0.822151929435257
107	0	0.730178647255525	0.8081395	0.003099382	17.89609	17.63837	-1.13671813895593
108	0	0.71814947144594	0.744186	0.00173928	17.52519	17.19779	-0.735520450711961
109	0	0.689154352457263	0.6569767	0.002826822	17.3876	17.07601	-0.506274906313746
10	0	0.672011961508542	0.747093	0.001754271	17.76555	17.47339	-1.28424207757842
110	0	0.701799835520796	0.7383721	0.001364928	17.75819	17.50485	-1.05104005773373
111	0	0.74487740623299	0.6831395	0.001680941	17.05959	17.01747	-0.563747025187493
112	0	0.731194029073231	0.747093	0.0009493073	17.86462	17.61277	-1.50129522776605
113	0	0.737096354458481	0.744186	0.001021096	17.77615	17.50819	-0.853984501692832
114	0	0.73698899152223	0.7819767	0.001320382	17.81211	17.4898	-1.42529701685012
115	0	0.730879472126253	0.7412791	0.001974552	17.67259	17.33459	-0.870610631588475
116	0	0.732705921703018	0.7848837	0.001474238	17.81103	17.5718	-1.68460493981526
117	0	0.736343643907458	0.744186	0.001379944	17.8225	17.48878	-1.1972377706171
118	0	0.737533123767935	0.7848837	0.003075686	17.84156	17.61529	-1.71920148085011
119	0	0.738682107045315	0.8343023	0.001615926	17.83134	17.56835	-1.85016398972406
11	0	0.67610886679031	0.6656977	0.001759759	17.70383	17.09498	-0.830262379632314
120	0	0.745269159716554	0.7877907	0.00107587	17.94497	17.64982	-1.47466566401352
121	0	0.66052219462581	0.6889535	0.002161027	17.30088	17.16738	-1.1532941635674
122	0	0.678914477024227	0.6976744	0.001745784	16.98648	16.9733	-0.521411417168196
123	0	0.706971878535114	0.7819767	0.001049533	17.70576	17.35193	-1.13036855660462
124	0	0.70501933794003	0.7122093	0.001376727	17.7761	17.44376	-1.18704449054399
125	0	0.667948879720643	0.7296512	0.002076018	17.63142	17.3666	-0.931891613628147
126	0	0.712186592514627	0.7325581	0.001396912	17.29028	17.1578	-0.873836478076913
127	0	0.724875024636276	0.7325581	0.001599546	17.81717	17.50964	-1.19588293990081
128	0	0.697471811878495	0.755814	0.002036362	17.68463	17.35595	-1.03197140659048
129	0	0.735031086881645	0.6424419	0.002703906	17.77084	17.39842	-0.911527065560834
12	0	0.68083027638495	0.7267442	0.002154215	17.55061	17.26588	-0.676435478598779
130	0	0.66428167517297	0.6860465	0.002312456	17.58886	17.16473	-0.623583515117459
131	0	0.714027046482079	0.7122093	0.001950588	17.70983	17.31079	-1.05929061701779
132	0	0.657046640454792	0.6453488	0.001497213	17.30261	17.03111	-0.616571524017373
133	0	0.707297097565606	0.7877907	0.002113013	17.68564	17.28436	-0.974139970577561
134	0	0.723443644773215	0.7005814	0.00150511	17.59262	17.18353	-0.886882964406194
135	0	0.692251746077091	0.6395349	0.00147741	17.70455	17.3806	-1.15590245576477
136	0	0.72587215306703	0.7209302	0.001945378	17.70987	17.42462	-1.07560235007709
137	0	0.692086239368655	0.7238372	0.002832491	17.50859	17.1698	-0.741708453598196
138	0	0.689759180136025	0.6569767	0.001179044	17.67426	17.35922	-0.672425787141411
139	0	0.70286737352144	0.744186	0.001419924	17.78658	17.46399	-1.0300965749603
13	0	0.712208634940907	0.6511628	0.002267849	17.55404	17.16902	-0.586455224654772
140	0	0.737080399459228	0.7994186	0.001777295	17.76127	17.44601	-1.17093925272042
141	0	0.692810276872478	0.5726744	0.001889622	17.74193	17.28842	-0.926782419935745
142	0	0.739220052491874	0.7238372	0.001811094	17.79698	17.57244	-1.21870849402612
143	0	0.670285078184679	0.5668605	0.002166287	17.11916	17.01589	-0.587689119587134
144	0	0.725012097042054	0.8343023	0.001631529	17.831	17.58283	-1.98495144612445
145	0	0.667925671627745	0.755814	0.002408681	17.54413	17.17191	-1.09708942146863
146	0	0.671840718877502	0.7180233	0.001437018	17.74629	17.3087	-0.844021935329011
147	0	0.711242031841539	0.6773256	0.001557844	17.71972	17.3876	-0.930966324400307
148	0	0.698228293820284	0.7238372	0.001979273	17.66233	17.26829	-1.23682804457956
149	0	0.686092419154011	0.6395349	0.001164711	17.37366	17.04172	-1.02003697739539
14	0	0.650535339280032	0.6366279	0.002011232	17.08846	16.95683	-0.934880980355958
150	0	0.662721881479956	0.6511628	0.001502564	17.55399	17.25559	-0.742292340246352
151	0	0.667887528496794	0.6337209	0.003616615	17.33668	17.10435	-0.739668088699411
152	0	0.68775253361091	0.5988372	0.002574987	17.52235	16.95129	-0.379400202988046
153	0	0.686248176801018	0.6162791	0.002578658	17.04607	17.07491	-0.785793420618145
154	0	0.713336207065731	0.7325581	0.001822976	17.82831	17.54469	-1.12064246326759
155	0	0.675157082243823	0.6366279	0.002932489	17.12744	16.99894	-0.457981120273753
156	0	0.737074885261245	0.7587209	0.001943746	17.80572	17.53533	-1.08130170212785
157	0	0.728740107314661	0.752907	0.001531858	17.8545	17.5484	-1.3597829098738
158	0	0.702271931944415	0.747093	0.002025157	17.75742	17.46736	-1.17225617444556
159	0	0.67610936134588	0.625	0.001398672	17.57495	17.09488	-0.835125470999404
15	0	0.73715999731794	0.7965116	0.001765094	17.66209	17.26938	-0.898939436796804
160	0	0.69148715659976	0.7994186	0.002187879	17.71946	17.38955	-1.85647720274404
161	0	0.723028859589249	0.7180233	0.002612512	17.71165	17.35969	-0.976285778553097
162	0	0.707639967417344	0.7180233	0.00202182	17.69068	17.33133	-1.21815294219405
163	0	0.727795929159038	0.7209302	0.00205499	17.71586	17.33463	-1.22761455585311
164	0	0.695847002277151	0.7238372	0.001857315	17.58951	17.27882	-1.2019189878203
165	0	0.745863987598568	0.7238372	0.002191732	17.75429	17.44014	-0.896688438096836
166	0	0.721664410503581	0.7296512	0.001879934	17.79084	17.59817	-1.62159048729681
167	0	0.742798256175593	0.7790698	0.001600252	17.54585	17.29533	-0.920810949386971
168	0	0.747924281307496	0.8284884	0.001530773	17.84522	17.59092	-1.66264110957581
169	0	0.650927107431926	0.6104651	0.002044634	17.59185	17.1678	-0.55506114596305
16	0	0.680668376386166	0.7674419	0.001777941	17.79808	17.47577	-1.11004272713651
170	0	0.713334470358677	0.7645349	0.001840874	17.81455	17.52505	-1.64998556081603
171	0	0.717702985485084	0.7936047	0.00222681	17.66549	17.20538	-1.17955485926503
172	0	0.684010481112637	0.7645349	0.002283032	17.86942	17.58956	-1.31184119200089
173	0	0.692821916518733	0.6773256	0.001508265	17.6835	17.28843	-0.967967270220369
174	0	0.705102693871595	0.6686047	0.002848838	17.75257	17.42709	-1.02554944001775
175	0	0.713287784508429	0.6889535	0.001821811	17.62725	17.30196	-1.25803166400627
176	0	0.671252656099387	0.6686047	0.001827384	17.67822	17.27103	-0.805969131580527
177	0	0.673020027135499	0.5697674	0.00223726	17.57727	17.16694	-0.644109806801182
178	0	0.652078805817291	0.627907	0.001502764	17.60119	17.14443	-0.58859166556206
179	0	0.720768723543733	0.75	0.001580793	17.80405	17.53837	-1.06632306044785
17	0	0.736248140013777	0.6366279	0.001888283	17.38339	17.18965	-0.711377497396137
180	0	0.692205774760805	0.6424419	0.00151892	17.17415	17.02057	-0.668614645833143
181	0	0.682514364412054	0.6831395	0.001971067	17.62579	17.31207	-1.090531507644
182	0	0.749018702516332	0.8546512	0.001681399	17.85372	17.59956	-1.50126608424076
183	0	0.678973566787317	0.6656977	0.001620791	17.63019	17.28659	-1.07271180079915
184	0	0.673572546499781	0.6366279	0.003070967	17.65917	17.26499	-0.530071756341665
185	0	0.6898528378224	0.6715116	0.002737823	17.30895	17.08666	-0.722991876602901
186	0	0.745814016018994	0.7325581	0.000853154	17.81215	17.45575	-1.41010816088604
187	0	0.688371825031936	0.7354651	0.002509844	17.70852	17.38677	-0.993683937491652
188	0	0.658417316735722	0.630814	0.001550239	17.56538	17.11975	-0.646526180873158
189	0	0.726949419290759	0.7877907	0.002154087	17.75643	17.46796	-1.60829136977206
18	0	0.711297076405026	0.7034884	0.001518185	17.69049	17.30892	-1.02760758701712
190	0	0.690029238234274	0.7267442	0.001839649	17.74303	17.41083	-0.950043475953405
191	0	0.667508532037027	0.7005814	0.002050445	17.62734	17.25022	-0.693922751838056
192	0	0.650803058734164	0.7151163	0.002893198	17.67974	17.27388	-0.867192772704264
193	0	0.742065344052389	0.7034884	0.001547407	17.71121	17.3083	-1.04418411988371
194	0	0.696179714496247	0.7383721	0.001787477	17.48316	17.12718	-0.650902647697592
195	0	0.72519266048912	0.7063953	0.003267418	17.66243	17.30759	-0.982440230820187
196	0	0.695745829329826	0.7267442	0.0020876	17.74183	17.3137	-0.875042375075681
197	0	0.718451873050071	0.6686047	0.001485277	17.6243	17.14026	-0.560609023652192
198	0	0.745711802947335	0.7819767	0.001861958	17.62818	17.31296	-0.822670456994035
199	0	0.680882715177722	0.6802326	0.001878191	17.63448	17.21365	-1.03611950941501
19	0	0.664610044239089	0.6744186	0.001842216	16.98508	16.93499	-1.0224201796215
1	0	0.695872171316296	0.7122093	0.001595747	17.55275	17.09504	-0.62035391635557
200	0	0.724859725404531	0.7005814	0.001831695	17.64526	17.29477	-0.966852753751522
201	0	0.739036683784798	0.7732558	0.001508315	17.79466	17.44066	-1.03042838927152
202	0	0.722765997890383	0.7151163	0.00133489	17.85977	17.46718	-1.61396170932885
203	0	0.679184254724532	0.6366279	0.001912054	17.46451	17.09878	-0.565978664427412
204	0	0.659799626655877	0.6017442	0.002330009	17.49895	17.17617	-0.96242145494878
205	0	0.734736288455315	0.7180233	0.001915918	17.94101	17.77181	-1.7415724905959
206	0	0.686041589034721	0.7063953	0.001620952	17.83651	17.56685	-1.48324710655031
207	0	0.734152438421734	0.8313953	0.001633515	17.93362	17.64868	-1.72913843883717
208	0	0.684246161207557	0.6569767	0.002161284	17.45531	17.03906	-0.40594991515327
209	0	0.72940478080418	0.744186	0.001623226	17.79243	17.55486	-1.76888728981512
