seed	s	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
1000	0	0.664496195269749	0.2117218	0.66105	0.6685242	0.0001400856	4.374694e-05	0.68745	17.5435	17.1255	1.131936	18.43033	0.0004538235	0	21.06995	0.1556	-0.730043400608213
100	0	0.731142224580981	0.5919487	0.7451	0.7418253	0.0001584091	5.144526e-05	0.75875	17.78389	17.4934	0.9648427	18.66887	0.002952624	0	17.98725	0.4809	-1.27910401163252
101	0	0.711255758395419	0.9940154	0.75425	0.7216226	0.000131034	0.0001065791	0.7381	17.74984	17.42579	0.9675036	18.599	0.001590984	0	19.16	0.3772	-1.06443624827096
102	0	0.740514429076575	0.8556449	0.7578	0.743715	0.0002109654	0.0001324542	0.7662	17.77746	17.49046	0.9305742	18.64659	0.001913434	6.598047e-05	18.0778	0.489	-1.27791875006714
103	0	0.71167899700813	0.1869733	0.71275	0.7198474	0.0001178751	7.332079e-05	0.73965	17.71522	17.36751	1.049678	18.59494	0.001192564	0	18.85885	0.3701	-1.13324581240187
104	0	0.673102816846222	0.1488014	0.64015	0.6557317	0.000201129	6.284173e-05	0.6797	17.48495	17.11642	1.06889	18.42056	0.0001562134	0	21.33075	0.1183	-0.685196112249591
105	0	0.739028096105903	0.5883291	0.7258	0.7220659	0.0001616041	3.603238e-05	0.7422	17.74291	17.41712	1.027901	18.62166	0.001722238	0	18.74925	0.3747	-1.06523946623352
106	0	0.73685532475356	0.4476964	0.73225	0.7341092	0.0002457377	5.687152e-05	0.75855	17.76031	17.44372	1.022425	18.63875	0.001911915	0.0002048481	18.3535	0.4401	-1.2515663629679
107	0	0.688263050629757	0.755823	0.71345	0.705798	0.0001593152	1.743698e-05	0.72465	17.66651	17.30492	1.032042	18.55943	0.00105123	0	19.86155	0.3004	-1.06915563665008
108	0	0.745247784070671	0.4802416	0.75025	0.750997	6.709621e-05	1.265845e-05	0.76405	17.77095	17.45434	1.085247	18.69945	0.0035988	6.664445e-05	17.78145	0.5256	-1.25587811073014
109	0	0.676135114976205	0.5326691	0.6747	0.6732646	0.0002138058	3.813734e-05	0.6946	17.54651	17.14462	1.111546	18.44141	0.0005928561	0	20.8003	0.1759	-0.810289949849303
10	0	0.749974407395348	0.8931594	0.76815	0.7566064	0.0001103392	6.452636e-05	0.77415	17.80353	17.51989	0.9900395	18.70382	0.005142225	0.0001952744	17.3765	0.5573	-1.30753495347319
110	0	0.70351701208856	0.6020369	0.70825	0.7001164	0.0002147459	9.234278e-05	0.72195	17.66262	17.3003	1.00466	18.5294	0.000917755	7.059654e-05	19.5213	0.2756	-1.00540505729628
111	0	0.664783451426774	0.6942998	0.6715	0.6646341	0.0001182422	2.598488e-05	0.68275	17.55313	17.15941	1.093809	18.45569	0.0007446016	0	20.8667	0.1453	-0.80056715061263
112	0	0.669817763287574	0.06991362	0.65135	0.6658623	0.0001585613	8.415428e-05	0.68845	17.53412	17.17215	1.032755	18.46102	0.0003070546	0	20.7886	0.157	-0.776889742999993
113	0	0.673915998847224	0.2951587	0.67565	0.6840441	0.000221643	9.300166e-05	0.7121	17.57879	17.20932	1.065047	18.49377	0.0008140309	0	20.4176	0.2126	-0.874616085972348
114	0	0.66448021682445	0.2653908	0.6504	0.655628	7.675139e-05	0.000152683	0.6695	17.41322	17.11096	1.057864	18.4188	0.0002306273	0	21.42235	0.119	-0.761393375613223
115	0	0.706111308909021	0.2667267	0.68535	0.691482	0.0001192292	3.26939e-05	0.7127	17.6664	17.29102	1.048629	18.54228	0.0008025097	0	20.0799	0.2442	-0.957307212436564
116	0	0.69972531881649	0.3752685	0.6875	0.6910687	0.0001382857	2.44023e-05	0.71055	17.62359	17.25449	1.022495	18.50941	0.0001454545	0	20.09555	0.2418	-0.978550940480292
117	0	0.692346729710698	0.8301628	0.69885	0.6886884	0.0001672924	3.808975e-05	0.7101	17.65735	17.30515	1.022523	18.54304	0.0004292767	0	20.26065	0.2284	-1.04682523221085
118	0	0.696421305276454	0.06202987	0.6634	0.6844639	0.0001608149	8.84024e-05	0.7059	17.60388	17.19851	1.129732	18.486	0.0003768465	0	20.3317	0.2107	-0.860939024459751
