seed	s	gen	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	anc_switches	global_75_prop	iDAT_score_25	iDAT_score_125	iDAT_score_0625	iDAT_score_01
1000	0.1	10	0.9	0.9758824	0.9245	0.9140063	2.813454e-05	2.695859e-06	0.9235	19.08823	18.94834	0.2699579	19.33659	0.5393186	0.3147107	3.0463	0.9635	-2.637327	-2.457492	-2.272081	-2.18622634690893
100	0.1	10	0.9	0.9987046	0.9379	0.919796	7.272926e-05	4.01407e-06	0.93305	19.1228	18.96998	0.2616451	19.33659	0.5649323	0.3293528	2.95985	0.9713	-2.675539	-2.489351	-2.398104	-2.26791016489677
101	0.1	10	0.9	0.9974365	0.931	0.9146973	2.827462e-05	1.382189e-05	0.9246	19.08598	18.94929	0.2656594	19.33659	0.5344791	0.306928	3.11325	0.9681	-2.527318	-2.351961	-2.147043	-2.10301439151558
102	0.1	10	0.9	0.9914652	0.93135	0.919557	1.641383e-05	5.831009e-06	0.92575	19.13449	18.97512	0.2491502	19.33659	0.5694422	0.3442852	2.9141	0.9688	-2.568574	-2.3437	-2.145744	-2.10554013395118
103	0.1	10	0.9	0.9934852	0.9274	0.9169659	1.681481e-05	4.632659e-06	0.9235	19.09759	18.94493	0.3009308	19.33659	0.5473906	0.325372	2.98085	0.9705	-2.651555	-2.450231	-2.324406	-2.21445039180899
104	0.1	10	0.9	0.9892303	0.93555	0.9213604	2.799362e-05	9.272223e-06	0.93325	19.12713	18.9753	0.257198	19.33659	0.5679547	0.3418845	2.88515	0.9711	-2.626377	-2.439446	-2.224239	-2.17645543417626
105	0.1	10	0.9	0.9875582	0.92745	0.9167086	2.147631e-05	3.05198e-06	0.92385	19.12192	18.95746	0.2854989	19.33659	0.5636422	0.3261631	2.9854	0.9657	-2.68703	-2.483551	-2.269525	-2.19900499705231
106	0.1	10	0.9	0.9892195	0.93005	0.9197828	2.592962e-05	3.217608e-06	0.92755	19.12173	18.97297	0.2399566	19.33659	0.5611526	0.3308962	2.9241	0.9735	-2.706656	-2.499196	-2.339754	-2.23371915672222
107	0.1	10	0.9	0.9957484	0.9323	0.9221338	1.761672e-05	6.000234e-06	0.9273	19.13971	18.97543	0.2723391	19.33659	0.577282	0.3547141	2.82615	0.9708	-2.613743	-2.433242	-2.29098	-2.17953119617599
108	0.1	10	0.9	0.9882022	0.9345	0.918529	2.643638e-05	4.866597e-06	0.93045	19.11807	18.95785	0.2701733	19.33659	0.5568218	0.3261637	2.95435	0.9695	-2.589649	-2.349148	-2.16483	-2.11619984682753
109	0.1	10	0.9	0.9925121	0.93055	0.9171541	2.89457e-05	3.397201e-06	0.92595	19.10569	18.95193	0.2783137	19.33659	0.5515555	0.3137929	3.06925	0.9687	-2.700692	-2.49106	-2.341992	-2.22528569362445
10	0.1	10	0.9	0.9907164	0.93705	0.9219601	3.600091e-05	8.191729e-06	0.93225	19.14053	18.98527	0.2424903	19.33659	0.5808121	0.3526493	2.799	0.9736	-2.659381	-2.46953	-2.358377	-2.23158955959198
110	0.1	10	0.9	0.9970451	0.93575	0.9204259	5.724423e-05	1.043083e-05	0.93135	19.13806	18.98037	0.2648044	19.33659	0.5826877	0.3379642	2.92735	0.9723	-2.555522	-2.395993	-2.266904	-2.16093991232378
111	0.1	10	0.9	0.9824551	0.9341	0.9211107	3.040893e-05	9.376624e-06	0.9313	19.15042	18.98231	0.2652077	19.33659	0.582807	0.3571887	2.8062	0.9723	-2.684129	-2.441926	-2.217494	-2.17841016148054
112	0.1	10	0.9	0.9934989	0.9311	0.9147252	3.521673e-05	5.09711e-06	0.9268	19.09185	18.94595	0.2864353	19.33659	0.5412952	0.3152723	3.07755	0.9657	-2.53563	-2.321283	-2.119131	-2.08643294530487
113	0.1	10	0.9	0.9934282	0.933	0.9167167	2.625609e-05	7.492447e-06	0.92585	19.09451	18.94766	0.2872458	19.33659	0.5423901	0.327492	3.03155	0.9658	-2.672972	-2.473112	-2.315185	-2.21093671614517
114	0.1	10	0.9	0.7130031	0.91915	0.9170461	2.177095e-05	8.864469e-06	0.9241	19.11742	18.96321	0.2671095	19.33659	0.5559484	0.3286732	2.99935	0.9697	-2.665996	-2.484116	-2.343068	-2.23209716608941
115	0.1	10	0.9	0.9880095	0.94025	0.9240691	4.266477e-05	4.477222e-06	0.93495	19.14157	18.98519	0.2528187	19.33659	0.585004	0.3438979	2.828	0.9764	-2.656782	-2.47122	-2.342684	-2.22705898351186
116	0.1	10	0.9	0.9852995	0.9375	0.9257573	2.685515e-05	6.605582e-06	0.93395	19.15586	18.99714	0.2423254	19.33659	0.5930133	0.3656	2.73925	0.9739	-2.760183	-2.550839	-2.403421	-2.28057892258422
117	0.1	10	0.9	0.9971808	0.9382	0.9238426	2.598564e-05	5.726795e-06	0.93245	19.13981	18.98563	0.2416339	19.33659	0.5759966	0.3557877	2.7706	0.9764	-2.683141	-2.466541	-2.254963	-2.194111724247
118	0.1	10	0.9	0.897307	0.93565	0.9282794	3.444003e-05	2.028911e-06	0.9368	19.16431	19.01097	0.2099491	19.33659	0.6010795	0.3710789	2.68425	0.9813	-2.782312	-2.587064	-2.431757	-2.31601570940061
119	0.1	10	0.9	0.9862898	0.93725	0.9247967	2.44207e-05	1.689408e-05	0.9318	19.15329	18.995	0.2449257	19.33659	0.592638	0.3633502	2.76405	0.9718	-2.612541	-2.475714	-2.378038	-2.25164460243287
11	0.1	10	0.9	0.934538	0.9306	0.9204265	3.73967e-05	6.686466e-06	0.9312	19.127	18.97712	0.2566161	19.33659	0.570922	0.3408554	2.90305	0.9716	-2.695078	-2.494169	-2.328006	-2.23037909431005
120	0.1	10	0.9	0.9969889	0.93515	0.9227188	1.792819e-05	5.848226e-06	0.93005	19.15271	18.98726	0.2526856	19.33659	0.5817783	0.358766	2.7534	0.9732	-2.576785	-2.412202	-2.214589	-2.16270066706128
121	0.1	10	0.9	0.9844728	0.93605	0.9185686	7.306176e-05	4.155602e-06	0.9345	19.1236	18.96347	0.2757862	19.33659	0.5622563	0.3302708	2.93265	0.9727	-2.71404	-2.526617	-2.412601	-2.27000928027181
122	0.1	10	0.9	0.993747	0.9328	0.9202069	2.054737e-05	1.128973e-06	0.9304	19.13141	18.9781	0.2559966	19.33659	0.5726844	0.3451437	2.8737	0.9697	-2.658515	-2.416912	-2.24675	-2.1793370112458
123	0.1	10	0.9	0.9999069	0.93375	0.9228748	2.172716e-05	1.967397e-06	0.93015	19.14076	18.98856	0.252213	19.33659	0.5820616	0.35834	2.7649	0.9736	-2.712688	-2.50752	-2.341363	-2.23635162917552
124	0.1	10	0.9	0.9977365	0.9311	0.9208203	2.829586e-05	2.356403e-06	0.9289	19.14174	18.97781	0.2690939	19.33659	0.5826979	0.3433573	2.85545	0.9699	-2.684616	-2.469741	-2.285381	-2.20111337924597
125	0.1	10	0.9	0.9943223	0.9369	0.9219177	2.848336e-05	1.389756e-05	0.93255	19.12946	18.97786	0.254741	19.33659	0.5674031	0.3384566	2.8601	0.9735	-2.632254	-2.465437	-2.354686	-2.22476908826129
126	0.1	10	0.9	0.9908948	0.93625	0.9200744	4.860272e-05	3.467088e-06	0.9332	19.12374	18.97559	0.2437765	19.33659	0.5651268	0.3339386	2.9355	0.9711	-2.615719	-2.43642	-2.244962	-2.17694441479981
127	0.1	10	0.9	0.9539872	0.93695	0.9266976	2.25309e-05	3.113744e-06	0.9367	19.15467	19.00099	0.2177698	19.33659	0.5870644	0.3615988	2.74105	0.9813	-2.717038	-2.51883	-2.393939	-2.27188008836609
128	0.1	10	0.9	0.7754592	0.91805	0.9160044	2.357417e-05	1.524801e-06	0.92315	19.10261	18.95766	0.2660151	19.33659	0.5495343	0.318011	3.10925	0.9681	-2.699259	-2.51549	-2.399349	-2.27725772080688
129	0.1	10	0.9	0.9940761	0.92555	0.9106237	2.914781e-05	7.462908e-06	0.9204	19.08778	18.9283	0.3135708	19.33659	0.5354114	0.3044676	3.1578	0.9581	-2.631707	-2.438909	-2.2344	-2.16138259125445
12	0.1	10	0.9	0.9671593	0.93095	0.9180503	4.936777e-05	4.982723e-06	0.92945	19.12705	18.97343	0.2585126	19.33659	0.5667866	0.3291262	3.0082	0.9694	-2.658083	-2.459514	-2.268595	-2.18690865136752
130	0.1	10	0.9	0.9958343	0.9346	0.921063	5.794587e-05	1.556983e-06	0.9317	19.12818	18.97264	0.271424	19.33659	0.569923	0.3318532	2.9376	0.9721	-2.672409	-2.461479	-2.27465	-2.19548551388283
